"Born 1951 Director father. Was a succesful model before returning to film. Won Supporting Actress Oscar in Prizzi's Honor", "Anjelica Huston"
"Born April 3, 1958, he starred in the movie The Juror - 1996", "alec baldwin"
"Born April 3, 1958, he starred in the movie The Marrying Man - 1991", "alec baldwin"
"Born April 3, 1958, he starred in the movie The Shadow - 1994", "alec baldwin"
"Born April 3, 1958, he starred in the movie Two Bits - 1995", "alec baldwin"
"Born April 3, 1958, he starred in the movie Working Girl - 1988", "alec baldwin"
"Born Aug 10, 1960, he starred in the movie 27 Horas - 1986", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie As? Como Hab?an Sido - 1987", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Assassins - 1995", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie B?ton rouge - 1988", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Bajarse al moro - 1992", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Caso Cerrado - 1985", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Contra el viento - 1990", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Cuentos de Borges I - 1991", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Desperado - 1995", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie El Caso Almeria - 1984", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie El Se?or Galindez - 1983", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Evita - 1996", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Four Rooms - 1995", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Interview With the Vampire - 1994", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie La Blanco Paloma - 1991", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Labryrinth of Passion - 1990", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Law of Desire - 1987", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Los Zancos - 1984", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Matador - 1986", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Miami Rhapsody - 1995", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Never Talk to Strangers - 1995", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Of Love and Shadows - 1996", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Pesta?as Postizas - 1982", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Philadelphia - 1993", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Play It to the Bone - 1999", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Requiem por un campesino espa?ol - 1985", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Si te dicen que ca? (If They Tell You I Fell) - 1989", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Terra Nova - 1991", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie The 13th Warrior - 1999", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie The Court of the Pharoah/La Corte de Faraon - 1985", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie The House of the Spirits - 1993", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie The Mambo Kings - 1992", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie The Mask of Zorro - 1998", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie The Pleasure of Killing (El Placer de matar) - 1987", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie The Puzzle - 1986", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie The Stilts - 1983", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Tie Me Up! Tie Me Down! - 1990", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Truth or Dare - 1991", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Two Much - 1996", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Una Mujer Bajo la Lluvia - 1992", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Women on the Verge of a Nervous Breakdown - 1988", "antonio banderas"
"Born Aug 10, 1960, he starred in the movie Y Del Seguro . . . Libranos Se?or! - 1982", "antonio banderas"
"Born Aug 17, 1943, he starred in the movie 1900 - 1976", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Analyze This - 1999", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Angel Heart - 1987", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Awakenings - 1990", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Backdraft - 1991", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Bang the Drum Slowly - 1973", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Bloody Mama - 1970", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Born To Win - 1971", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Brazil - 1985", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Cape Fear - 1991", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Casino - 1995", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Cop Land - 1997", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Falling in Love - 1984", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Flawless - 1999", "robert de niro"
"Born Aug 17, 1943, he starred in the movie GoodFellas - 1990", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Great Expectations - 1998", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Greetings ? 1968", "Robert De Niro "
"Born Aug 17, 1943, he starred in the movie Guilty by Suspicion - 1991", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Heat - 1995", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Hi Mom! - 1970", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Jackie Brown - 1997", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Jacknife - 1989", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Jennifer on My Mind - 1971", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Les Cent et une Nuits - 1995", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Mad Dog and Glory - 1993", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Marvin's Room - 1996", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Mary Shelley's Frankenstein - 1994", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Mean Streets - 1973", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Midnight Run - 1988", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Mistress - 1992", "robert de niro"
"Born Aug 17, 1943, he starred in the movie New York, New York - 1977", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Night and the City - 1992", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Once Upon a Time in America - 1984", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Raging Bull - 1980", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Ronin - 1998", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Sam's Song - 1971", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Sleepers - 1996", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Stanley and Iris - 1990", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Taxi Driver - 1976", "robert de niro"
"Born Aug 17, 1943, he starred in the movie The Adventures of Rocky and Bullwinkle - 2000", "robert de niro"
"Born Aug 17, 1943, he starred in the movie The Deer Hunter - 1978", "robert de niro"
"Born Aug 17, 1943, he starred in the movie The Fan - 1996", "robert de niro"
"Born Aug 17, 1943, he starred in the movie The Gang That Couldn't Shoot Straight - 1971", "robert de niro"
"Born Aug 17, 1943, he starred in the movie The Godfather, Part II - 1974", "robert de niro"
"Born Aug 17, 1943, he starred in the movie The King of Comedy - 1983", "robert de niro"
"Born Aug 17, 1943, he starred in the movie The Last Tycoon - 1976", "robert de niro"
"Born Aug 17, 1943, he starred in the movie The Mission - 1986", "robert de niro"
"Born Aug 17, 1943, he starred in the movie The Untouchables - 1987", "robert de niro"
"Born Aug 17, 1943, he starred in the movie The Wedding Party - 1969", "robert de niro"
"Born Aug 17, 1943, he starred in the movie This Boy's Life - 1993", "robert de niro"
"Born Aug 17, 1943, he starred in the movie True Confessions - 1981", "robert de niro"
"Born Aug 17, 1943, he starred in the movie Wag the Dog - 1997", "robert de niro"
"Born Aug 17, 1943, he starred in the movie We're No Angels - 1989", "robert de niro"
"Born Aug 25, 1930, he starred in the movie A Bridge Too Far - 1977", "sean connery"
"Born Aug 25, 1930, he starred in the movie A Fine Madness - 1966", "sean connery"
"Born Aug 25, 1930, he starred in the movie A Good Man in Africa - 1994", "sean connery"
"Born Aug 25, 1930, he starred in the movie Action of the Tiger - 1957", "sean connery"
"Born Aug 25, 1930, he starred in the movie Another Time, Another Place - 1958", "sean connery"
"Born Aug 25, 1930, he starred in the movie Cuba - 1979", "sean connery"
"Born Aug 25, 1930, he starred in the movie Darby O'Gill and the Little People - 1959", "sean connery"
"Born Aug 25, 1930, he starred in the movie Diamonds Are Forever - 1971", "sean connery"
"Born Aug 25, 1930, he starred in the movie Dr. No - 1962", "sean connery"
"Born Aug 25, 1930, he starred in the movie Dragonheart - 1996", "sean connery"
"Born Aug 25, 1930, he starred in the movie Entrapment - 1999", "sean connery"
"Born Aug 25, 1930, he starred in the movie Family Business - 1989", "sean connery"
"Born Aug 25, 1930, he starred in the movie First Knight - 1995", "sean connery"
"Born Aug 25, 1930, he starred in the movie Five Days One Summer - 1982", "sean connery"
"Born Aug 25, 1930, he starred in the movie From Russia With Love - 1964", "sean connery"
"Born Aug 25, 1930, he starred in the movie Goldfinger - 1964", "sean connery"
"Born Aug 25, 1930, he starred in the movie Gole! - 1982", "sean connery"
"Born Aug 25, 1930, he starred in the movie Hell Drivers - 1958", "sean connery"
"Born Aug 25, 1930, he starred in the movie Highlander - 1986", "sean connery"
"Born Aug 25, 1930, he starred in the movie Highlander II- The Quickening - 1991", "sean connery"
"Born Aug 25, 1930, he starred in the movie Indiana Jones and the Last Crusade - 1989", "sean connery"
"Born Aug 25, 1930, he starred in the movie Just Cause - 1995", "sean connery"
"Born Aug 25, 1930, he starred in the movie Lilacs in The Spring/Let's Make Up - 1955", "sean connery"
"Born Aug 25, 1930, he starred in the movie Marnie - 1964", "sean connery"
"Born Aug 25, 1930, he starred in the movie Medicine Man - 1992", "sean connery"
"Born Aug 25, 1930, he starred in the movie Memories of Me - 1988", "sean connery"
"Born Aug 25, 1930, he starred in the movie Meteor - 1979", "sean connery"
"Born Aug 25, 1930, he starred in the movie Murder on the Orient Express - 1974", "sean connery"
"Born Aug 25, 1930, he starred in the movie Never Say Never Again - 1983", "sean connery"
"Born Aug 25, 1930, he starred in the movie No Road Back - 1956", "sean connery"
"Born Aug 25, 1930, he starred in the movie Operation Snafu - 1961", "sean connery"
"Born Aug 25, 1930, he starred in the movie Outland - 1981", "sean connery"
"Born Aug 25, 1930, he starred in the movie Playing by Heart - 1998", "sean connery"
"Born Aug 25, 1930, he starred in the movie Rising Sun - 1993", "sean connery"
"Born Aug 25, 1930, he starred in the movie Robin and Marian - 1976", "sean connery"
"Born Aug 25, 1930, he starred in the movie Shalako - 1968", "sean connery"
"Born Aug 25, 1930, he starred in the movie Sword of the Valiant - 1984", "sean connery"
"Born Aug 25, 1930, he starred in the movie Tarzan's Greatest Adventure - 1959", "sean connery"
"Born Aug 25, 1930, he starred in the movie The Anderson Tapes - 1971", "sean connery"
"Born Aug 25, 1930, he starred in the movie The Avengers - 1998", "sean connery"
"Born Aug 25, 1930, he starred in the movie The Frightened City - 1961", "sean connery"
"Born Aug 25, 1930, he starred in the movie The Great Train Robbery - 1979", "sean connery"
"Born Aug 25, 1930, he starred in the movie The Hill - 1965", "sean connery"
"Born Aug 25, 1930, he starred in the movie The Hunt for Red October - 1990", "sean connery"
"Born Aug 25, 1930, he starred in the movie The Longest Day - 1962", "sean connery"
"Born Aug 25, 1930, he starred in the movie The Man Who Would Be King - 1975", "sean connery"
"Born Aug 25, 1930, he starred in the movie The Molly Maguires - 1969", "sean connery"
"Born Aug 25, 1930, he starred in the movie The Name of the Rose - 1986", "sean connery"
"Born Aug 25, 1930, he starred in the movie The Next Man - 1976", "sean connery"
"Born Aug 25, 1930, he starred in the movie The Offense - 1973", "sean connery"
"Born Aug 25, 1930, he starred in the movie The Presidio - 1988", "sean connery"
"Born Aug 25, 1930, he starred in the movie The Red Tent - 1971", "sean connery"
"Born Aug 25, 1930, he starred in the movie The Rock - 1996", "sean connery"
"Born Aug 25, 1930, he starred in the movie The Russia House - 1990", "sean connery"
"Born Aug 25, 1930, he starred in the movie The Terrorists - 1975", "sean connery"
"Born Aug 25, 1930, he starred in the movie The Untouchables - 1987", "sean connery"
"Born Aug 25, 1930, he starred in the movie The Wind and the Lion - 1975", "sean connery"
"Born Aug 25, 1930, he starred in the movie Thunderball - 1965", "sean connery"
"Born Aug 25, 1930, he starred in the movie Time Bandits - 1981", "sean connery"
"Born Aug 25, 1930, he starred in the movie Woman of Straw - 1964", "sean connery"
"Born Aug 25, 1930, he starred in the movie Wrong Is Right/The Man With the Deadly Lens - 1982", "sean connery"
"Born Aug 25, 1930, he starred in the movie You Only Live Twice - 1967", "sean connery"
"Born Aug 25, 1930, he starred in the movie Zardoz - 1974", "sean connery"
"Born Aug 29, 1915, She starred in the movie A Matter of Time - 1976", "ingrid bergman"
